CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
711505308,Existing Customer,59,Female,1,Graduate,Single,Less than $40K,Blue,52,5,3,3,2636.0,1619,1017.0,0.565,4727,83,0.627,0.614
714616308,Existing Customer,44,Female,4,Uneducated,Divorced,Less than $40K,Blue,38,6,4,1,7182.0,1774,5408.0,0.583,4294,67,0.718,0.247
779486433,Existing Customer,46,Female,5,Unknown,Single,Less than $40K,Blue,28,3,2,3,2424.0,2169,255.0,0.613,4209,76,0.767,0.895
793355508,Existing Customer,32,Male,0,Graduate,Single,Less than $40K,Blue,26,6,3,3,6942.0,0,6942.0,0.544,2657,71,0.69,0.0
771411408,Attrited Customer,50,Male,1,Post-Graduate,Unknown,$80K - $120K,Blue,38,2,3,4,2673.0,0,2673.0,1.043,4929,54,0.459,0.0
718360083,Existing Customer,39,Male,4,Uneducated,Married,$120K +,Blue,36,6,3,2,25790.0,1798,23992.0,0.973,2443,70,0.556,0.07
806619333,Existing Customer,36,Female,3,High School,Single,Less than $40K,Blue,31,4,2,3,2909.0,2085,824.0,1.035,5154,80,0.86,0.717
721290708,Existing Customer,50,Male,1,Uneducated,Single,$60K - $80K,Blue,30,1,3,2,14217.0,1816,12401.0,0.978,15554,99,0.678,0.128
790115358,Existing Customer,39,Female,2,Unknown,Single,Less than $40K,Blue,32,2,1,2,4325.0,2418,1907.0,0.796,4588,77,0.791,0.559
772364358,Existing Customer,54,Female,2,High School,Unknown,Less than $40K,Blue,44,1,1,1,2691.0,811,1880.0,0.767,4413,80,0.633,0.301
720914358,Existing Customer,46,Female,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,4416.0,1333,3083.0,0.631,4894,84,0.647,0.302
780100533,Existing Customer,46,Male,3,Graduate,Married,$80K - $120K,Blue,31,5,2,4,26303.0,2376,23927.0,0.583,3586,67,0.914,0.09
716332533,Existing Customer,38,Female,3,Unknown,Unknown,$40K - $60K,Blue,36,6,1,3,3509.0,1819,1690.0,0.894,4712,84,0.909,0.518
767333808,Existing Customer,50,Female,2,Graduate,Unknown,Less than $40K,Blue,43,5,3,4,3424.0,0,3424.0,0.765,4929,74,0.574,0.0
773172483,Attrited Customer,30,Male,0,Graduate,Married,$40K - $60K,Blue,23,6,2,4,4063.0,0,4063.0,0.776,7463,70,0.707,0.0
780814158,Existing Customer,57,Female,3,High School,Unknown,Less than $40K,Blue,39,6,4,2,2781.0,992,1789.0,0.701,4577,81,0.929,0.357
779040408,Existing Customer,56,Male,2,High School,Married,$120K +,Blue,37,3,1,2,12181.0,1702,10479.0,0.834,1478,33,0.5,0.14
785230083,Existing Customer,50,Male,2,Uneducated,Single,$60K - $80K,Blue,44,1,2,1,3318.0,2349,969.0,0.883,4905,80,0.739,0.708
787655058,Existing Customer,44,Female,2,Uneducated,Single,Less than $40K,Blue,37,5,2,3,2568.0,1875,693.0,0.578,4254,85,0.735,0.73
720467583,Existing Customer,52,Male,2,High School,Single,$80K - $120K,Blue,46,3,3,2,34516.0,2517,31999.0,0.685,3072,67,0.675,0.073
780078333,Existing Customer,56,Male,2,Unknown,Married,$60K - $80K,Blue,41,3,2,2,5887.0,659,5228.0,0.65,1193,26,0.3,0.112
709029408,Existing Customer,41,Male,4,Graduate,Married,$60K - $80K,Blue,36,4,1,2,8923.0,2517,6406.0,1.726,1589,24,1.667,0.282
767294658,Attrited Customer,56,Male,2,College,Single,$120K +,Blue,50,2,2,3,16867.0,0,16867.0,0.885,654,14,0.4,0.0
788920308,Existing Customer,51,Female,2,High School,Married,Less than $40K,Blue,37,3,2,1,2258.0,1250,1008.0,0.611,4368,75,0.596,0.554
716288958,Existing Customer,40,Male,2,College,Married,$80K - $120K,Blue,36,3,4,3,7840.0,0,7840.0,0.726,4062,71,0.578,0.0
709769283,Existing Customer,36,Female,4,Unknown,Divorced,Unknown,Blue,16,6,3,3,8513.0,0,8513.0,0.631,4162,70,1.0,0.0
710251608,Existing Customer,62,Female,1,High School,Married,Less than $40K,Blue,54,3,3,4,2941.0,1173,1768.0,0.436,1453,27,0.35,0.399
719125158,Existing Customer,35,Female,2,High School,Single,Less than $40K,Silver,15,5,2,2,13882.0,1452,12430.0,0.771,2685,71,0.511,0.105
712630608,Existing Customer,43,Female,2,High School,Unknown,Unknown,Blue,35,3,3,4,6109.0,1549,4560.0,0.683,4430,69,0.865,0.254
709793133,Existing Customer,43,Female,2,Unknown,Single,$40K - $60K,Blue,36,6,1,4,3186.0,2470,716.0,0.58,1531,37,0.233,0.775
719530158,Existing Customer,57,Male,1,Graduate,Single,$60K - $80K,Blue,44,3,3,2,9843.0,1273,8570.0,0.563,3677,66,0.571,0.129
718654533,Existing Customer,33,Female,1,High School,Single,Less than $40K,Silver,24,5,2,2,12956.0,0,12956.0,1.053,2492,56,0.931,0.0
713644758,Existing Customer,49,Male,3,Graduate,Single,$120K +,Blue,36,6,2,3,8514.0,2013,6501.0,0.664,4098,74,0.542,0.236
712885533,Existing Customer,50,Male,4,Graduate,Married,$80K - $120K,Blue,31,6,3,2,11882.0,1472,10410.0,0.413,3291,62,0.722,0.124
709064208,Attrited Customer,43,Female,2,Uneducated,Single,Less than $40K,Blue,32,4,3,6,1628.0,275,1353.0,0.69,2219,49,0.531,0.169
711673983,Existing Customer,44,Male,4,Unknown,Single,$60K - $80K,Blue,36,3,1,2,18721.0,1568,17153.0,0.788,4537,81,0.8,0.084
808705758,Existing Customer,43,Male,3,Unknown,Unknown,$80K - $120K,Blue,38,6,2,3,20348.0,1732,18616.0,0.674,1624,27,0.688,0.085
711231558,Existing Customer,58,Male,3,High School,Married,$60K - $80K,Blue,40,6,1,3,8308.0,2517,5791.0,1.455,1915,37,1.056,0.303
718376583,Attrited Customer,52,Male,2,Graduate,Divorced,$80K - $120K,Silver,44,4,3,2,34516.0,751,33765.0,0.357,5806,40,0.429,0.022
713564208,Existing Customer,34,Female,1,Graduate,Unknown,Less than $40K,Blue,23,4,1,1,2207.0,1527,680.0,0.861,4159,64,1.133,0.692
788824083,Existing Customer,41,Male,2,Uneducated,Single,$120K +,Blue,24,2,2,1,34516.0,1022,33494.0,0.743,8202,88,0.913,0.03
771503958,Existing Customer,49,Male,2,Unknown,Single,$40K - $60K,Blue,37,5,1,3,2993.0,1265,1728.0,0.579,4089,72,0.674,0.423
803833608,Existing Customer,40,Male,3,Uneducated,Single,$40K - $60K,Silver,33,4,1,3,21308.0,564,20744.0,0.448,1322,38,0.652,0.026
712098033,Existing Customer,38,Female,1,Uneducated,Married,Unknown,Blue,36,3,3,1,12621.0,912,11709.0,0.64,4945,78,0.56,0.072
708404883,Existing Customer,45,Female,2,High School,Single,Unknown,Blue,37,4,2,4,27804.0,0,27804.0,1.301,2761,57,0.966,0.0
824915208,Existing Customer,44,Female,3,Doctorate,Married,Unknown,Blue,40,2,1,1,7212.0,1008,6204.0,0.727,5169,82,0.745,0.14
778782858,Existing Customer,60,Male,1,Graduate,Single,Less than $40K,Blue,48,5,3,3,3980.0,930,3050.0,0.72,4449,82,0.608,0.234
719483358,Existing Customer,33,Male,1,College,Married,$40K - $60K,Blue,14,3,2,2,6746.0,1750,4996.0,0.962,2962,54,0.862,0.259
798717783,Existing Customer,51,Female,2,Unknown,Single,Less than $40K,Blue,45,3,6,1,3250.0,0,3250.0,0.601,4752,84,0.75,0.0
755262933,Existing Customer,56,Male,2,Post-Graduate,Married,$60K - $80K,Blue,49,5,3,4,1438.3,0,1438.3,0.77,1446,38,0.81,0.0
719595708,Existing Customer,53,Female,2,High School,Married,Unknown,Blue,47,3,1,1,7469.0,1294,6175.0,0.869,15212,124,0.746,0.173
772036233,Existing Customer,62,Male,1,Graduate,Single,$80K - $120K,Blue,51,6,2,3,5711.0,0,5711.0,0.583,4320,72,0.674,0.0
712459233,Existing Customer,59,Female,1,Post-Graduate,Married,$40K - $60K,Blue,46,5,3,3,1944.0,1346,598.0,1.052,1960,57,0.727,0.692
771020133,Existing Customer,45,Female,5,Uneducated,Single,Less than $40K,Blue,32,3,3,0,2859.0,1776,1083.0,0.79,4440,79,0.756,0.621
718509858,Existing Customer,46,Male,3,Graduate,Married,$80K - $120K,Blue,37,3,1,4,4786.0,0,4786.0,0.789,4347,69,0.683,0.0
793412958,Existing Customer,44,Male,4,Unknown,Married,$60K - $80K,Blue,38,3,1,3,2440.0,1501,939.0,0.744,4382,88,0.66,0.615
711147483,Attrited Customer,46,Female,3,Graduate,Single,Less than $40K,Blue,28,2,2,3,8551.0,1067,7484.0,0.931,1097,32,0.778,0.125
714948858,Attrited Customer,50,Female,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,3647.0,2517,1130.0,0.842,2935,58,0.933,0.69
772491333,Existing Customer,31,Female,1,Post-Graduate,Married,Less than $40K,Blue,21,2,1,2,5342.0,2005,3337.0,0.682,14738,94,0.709,0.375
815353083,Attrited Customer,44,Male,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,34516.0,2361,32155.0,0.529,1853,36,0.385,0.068
712266633,Existing Customer,51,Female,2,Unknown,Married,$40K - $60K,Blue,36,2,2,1,14800.0,1020,13780.0,0.896,8796,94,0.593,0.069
758833758,Existing Customer,45,Male,4,Unknown,Married,$40K - $60K,Blue,38,4,3,3,1862.0,845,1017.0,0.604,3520,68,0.889,0.454
718871358,Existing Customer,45,Female,2,Graduate,Single,Unknown,Blue,36,4,1,1,1785.0,0,1785.0,0.649,4964,82,0.907,0.0
767802483,Existing Customer,44,Male,4,College,Single,$60K - $80K,Blue,38,6,3,3,5005.0,969,4036.0,0.727,5066,71,0.821,0.194
771224358,Existing Customer,54,Female,4,Unknown,Married,Less than $40K,Blue,41,3,1,3,2028.0,0,2028.0,0.823,4030,78,0.733,0.0
711851583,Existing Customer,50,Male,2,Graduate,Married,$120K +,Blue,42,6,2,1,8220.0,1015,7205.0,1.063,4794,77,0.878,0.123
721480158,Attrited Customer,50,Female,2,Unknown,Married,Less than $40K,Blue,43,3,3,2,1438.3,910,528.3,0.66,2370,44,0.467,0.633
765584208,Existing Customer,43,Female,3,Unknown,Divorced,Less than $40K,Blue,30,3,2,1,2905.0,2079,826.0,0.789,4444,84,0.909,0.716
714492783,Attrited Customer,46,Female,4,Uneducated,Married,Less than $40K,Blue,36,3,3,3,1438.3,0,1438.3,0.346,1517,38,0.407,0.0
714638883,Existing Customer,31,Male,0,Graduate,Single,$40K - $60K,Blue,36,2,3,3,4661.0,1835,2826.0,0.999,14257,110,0.964,0.394
772095858,Existing Customer,38,Female,2,Graduate,Single,Unknown,Blue,27,4,2,3,13429.0,1246,12183.0,1.055,3929,66,0.737,0.093
713692683,Existing Customer,41,Male,2,Uneducated,Married,$60K - $80K,Blue,13,4,2,2,2243.0,1944,299.0,0.942,3216,77,0.674,0.867
719366358,Existing Customer,51,Male,3,High School,Married,$120K +,Blue,40,6,3,2,7319.0,1692,5627.0,0.701,1233,29,0.611,0.231
714078558,Attrited Customer,62,Female,1,High School,Married,$40K - $60K,Blue,53,2,1,1,5249.0,0,5249.0,0.758,1315,31,0.722,0.0
716864733,Existing Customer,47,Male,3,College,Married,$120K +,Silver,27,6,3,3,34516.0,2315,32201.0,0.599,1805,46,0.704,0.067
709028208,Existing Customer,44,Female,2,Graduate,Married,Unknown,Blue,37,6,3,2,24221.0,1274,22947.0,0.452,3361,63,0.853,0.053
714006333,Attrited Customer,42,Female,4,Graduate,Married,Less than $40K,Blue,36,5,2,3,2128.0,528,1600.0,0.525,2289,41,0.414,0.248
710581758,Existing Customer,52,Female,2,Graduate,Single,$40K - $60K,Blue,44,6,2,3,3360.0,1219,2141.0,0.412,1309,30,1.0,0.363
718458858,Attrited Customer,41,Male,4,Graduate,Single,$80K - $120K,Silver,29,2,3,6,34516.0,0,34516.0,0.434,3526,53,0.828,0.0
716931183,Existing Customer,45,Male,5,Uneducated,Single,$80K - $120K,Blue,38,3,4,4,7560.0,788,6772.0,1.193,4296,68,0.7,0.104
712166583,Existing Customer,45,Female,0,Graduate,Married,Less than $40K,Blue,38,4,3,3,4096.0,1468,2628.0,0.627,3490,66,0.737,0.358
717480783,Existing Customer,39,Male,1,High School,Single,$80K - $120K,Blue,29,3,1,2,9680.0,2101,7579.0,0.626,15152,100,0.695,0.217
717231558,Existing Customer,49,Female,4,Graduate,Married,Less than $40K,Blue,43,2,2,2,3002.0,1446,1556.0,0.815,4851,74,0.947,0.482
789893808,Existing Customer,52,Male,3,Graduate,Divorced,$120K +,Silver,42,6,2,3,34516.0,1230,33286.0,0.608,2100,38,0.407,0.036
826471458,Attrited Customer,42,Male,3,Graduate,Married,Less than $40K,Blue,38,2,3,3,6967.0,1767,5200.0,0.54,1919,38,0.52,0.254
815525508,Existing Customer,46,Female,3,High School,Unknown,Less than $40K,Blue,41,2,1,4,1515.0,0,1515.0,0.819,3894,60,0.818,0.0
719730258,Existing Customer,41,Male,4,Uneducated,Divorced,$60K - $80K,Silver,36,4,2,3,33771.0,0,33771.0,0.791,3819,75,0.829,0.0
713637783,Existing Customer,44,Female,3,Graduate,Married,Unknown,Blue,31,5,2,0,24936.0,2053,22883.0,0.716,1810,38,0.727,0.082
774760458,Attrited Customer,62,Female,1,High School,Unknown,$40K - $60K,Blue,56,3,5,1,3807.0,2517,1290.0,0.506,1739,36,0.5,0.661
785134758,Existing Customer,41,Male,2,College,Unknown,$80K - $120K,Blue,24,3,2,4,14320.0,0,14320.0,0.754,4077,77,0.791,0.0
718140783,Existing Customer,47,Male,4,Unknown,Married,$60K - $80K,Blue,36,4,5,2,10585.0,1749,8836.0,0.655,18484,108,0.588,0.165
772105608,Existing Customer,48,Female,4,Uneducated,Single,Less than $40K,Blue,37,6,3,4,2646.0,872,1774.0,0.865,4246,80,0.739,0.33
710005683,Existing Customer,56,Male,2,College,Single,$80K - $120K,Blue,46,3,3,5,12540.0,1696,10844.0,0.799,16518,115,0.716,0.135
712058958,Existing Customer,28,Male,0,High School,Single,Less than $40K,Blue,19,3,3,4,3480.0,0,3480.0,0.731,2744,75,0.829,0.0
708911508,Existing Customer,50,Female,2,Unknown,Married,Less than $40K,Blue,39,3,3,2,2046.0,0,2046.0,0.936,3446,71,0.578,0.0
809127858,Existing Customer,51,Female,1,Post-Graduate,Single,$40K - $60K,Blue,46,4,1,3,2275.0,1219,1056.0,0.639,4807,72,0.6,0.536
771469758,Existing Customer,55,Male,3,Graduate,Single,$120K +,Blue,43,5,1,3,34516.0,0,34516.0,0.813,4131,66,0.61,0.0
713896533,Existing Customer,42,Male,4,High School,Single,$60K - $80K,Blue,33,5,1,3,9442.0,838,8604.0,0.654,3157,63,0.853,0.089
709170108,Attrited Customer,60,Female,1,Unknown,Single,$40K - $60K,Blue,41,3,2,4,2425.0,0,2425.0,0.187,1522,36,0.2,0.0
780042633,Attrited Customer,37,Female,2,Unknown,Married,Unknown,Silver,21,2,2,2,31718.0,0,31718.0,0.91,7432,64,0.641,0.0
820596183,Existing Customer,58,Male,2,College,Married,$120K +,Blue,53,2,3,0,24407.0,2395,22012.0,1.071,2311,48,0.714,0.098
818906208,Existing Customer,32,Male,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,29081.0,1396,27685.0,2.204,1538,36,0.714,0.048
718317258,Existing Customer,54,Female,3,Uneducated,Single,Less than $40K,Blue,47,3,3,3,7477.0,1960,5517.0,1.008,3618,76,0.583,0.262
779134458,Attrited Customer,33,Female,1,Doctorate,Single,Less than $40K,Blue,15,1,1,3,3709.0,1180,2529.0,0.645,8130,74,0.897,0.318
718142958,Existing Customer,46,Male,4,Graduate,Single,$60K - $80K,Blue,27,3,3,2,21839.0,960,20879.0,0.566,5623,94,0.516,0.044
721425558,Existing Customer,52,Male,2,Graduate,Single,$120K +,Blue,37,2,3,2,14543.0,0,14543.0,0.788,1536,37,0.423,0.0
716104983,Existing Customer,41,Female,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250.0,2117,133.0,1.162,1617,31,2.875,0.941
717878883,Existing Customer,45,Female,3,Unknown,Single,Less than $40K,Blue,36,3,4,0,1438.3,0,1438.3,0.678,4463,71,0.821,0.0
789179583,Existing Customer,28,Female,1,College,Divorced,Unknown,Blue,17,5,3,2,11881.0,1488,10393.0,0.587,4865,87,0.891,0.125
715691808,Existing Customer,41,Female,3,Uneducated,Divorced,Less than $40K,Blue,30,5,3,4,7764.0,621,7143.0,0.67,3955,72,0.756,0.08
709447908,Existing Customer,45,Male,2,Graduate,Married,$60K - $80K,Blue,33,4,3,4,2648.0,2309,339.0,1.006,3281,63,0.853,0.872
717478983,Existing Customer,31,Female,2,Uneducated,Divorced,Less than $40K,Blue,19,6,2,0,2853.0,1961,892.0,0.866,2697,68,0.789,0.687
716619558,Existing Customer,38,Female,0,High School,Single,Less than $40K,Silver,36,4,3,2,13747.0,1941,11806.0,0.748,16401,119,0.608,0.141
789354783,Existing Customer,45,Female,3,Unknown,Single,Less than $40K,Blue,32,5,3,0,2329.0,1465,864.0,0.815,4286,86,0.72,0.629
718813833,Existing Customer,44,Female,3,Uneducated,Single,Unknown,Blue,34,5,2,2,10100.0,0,10100.0,0.525,1052,18,1.571,0.0
716709858,Attrited Customer,34,Female,1,Uneducated,Unknown,Less than $40K,Blue,25,1,2,3,3074.0,0,3074.0,0.718,2721,54,0.688,0.0
757722708,Existing Customer,42,Male,3,College,Married,$60K - $80K,Blue,35,1,3,1,1438.3,0,1438.3,0.887,4246,83,0.804,0.0
718216008,Existing Customer,48,Male,3,Graduate,Married,$60K - $80K,Blue,38,5,2,3,16920.0,2157,14763.0,0.629,3275,60,0.5,0.127
711765708,Existing Customer,39,Female,1,Graduate,Unknown,Less than $40K,Blue,36,3,4,1,6690.0,1912,4778.0,0.609,3875,60,0.538,0.286
716951658,Existing Customer,51,Female,3,High School,Single,$40K - $60K,Blue,38,5,3,1,5536.0,0,5536.0,0.695,4281,82,0.822,0.0
716614683,Existing Customer,49,Male,3,College,Single,$60K - $80K,Gold,36,5,3,1,34516.0,1255,33261.0,0.731,3847,73,0.698,0.036
710357208,Existing Customer,49,Male,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561.0,915,7646.0,0.637,7341,79,0.491,0.107
710535708,Existing Customer,49,Male,2,Uneducated,Married,$80K - $120K,Blue,39,2,3,1,15894.0,1293,14601.0,0.693,14256,118,0.735,0.081
768167358,Existing Customer,37,Male,4,Doctorate,Single,$60K - $80K,Blue,31,6,3,0,1702.0,1018,684.0,0.645,4301,86,0.72,0.598
710694033,Existing Customer,32,Male,0,Graduate,Divorced,$40K - $60K,Blue,36,2,1,1,7473.0,1253,6220.0,0.98,13400,104,0.733,0.168
708416433,Attrited Customer,41,Female,1,High School,Single,Less than $40K,Blue,36,4,3,2,2372.0,0,2372.0,0.597,2499,41,0.464,0.0
715186608,Existing Customer,43,Male,4,Graduate,Married,$80K - $120K,Blue,35,3,2,3,3304.0,2517,787.0,0.741,14565,120,0.818,0.762
806917983,Existing Customer,32,Female,2,Graduate,Divorced,Unknown,Silver,27,2,3,1,33779.0,1526,32253.0,0.879,15200,126,0.8,0.045
713023158,Existing Customer,39,Female,2,College,Married,$40K - $60K,Blue,31,3,1,2,2901.0,2143,758.0,0.948,4239,78,0.733,0.739
714790008,Existing Customer,38,Female,1,Unknown,Single,Less than $40K,Blue,36,3,2,3,3764.0,0,3764.0,0.583,1572,57,0.357,0.0
715474083,Existing Customer,51,Male,3,Graduate,Single,$60K - $80K,Silver,36,3,2,2,29663.0,1743,27920.0,0.667,14638,93,0.722,0.059
709948233,Existing Customer,47,Female,3,Uneducated,Single,Unknown,Blue,35,1,4,3,2446.0,1899,547.0,0.714,5347,87,0.74,0.776
712826208,Existing Customer,39,Female,2,Graduate,Married,$40K - $60K,Blue,26,5,1,2,2575.0,1424,1151.0,0.543,1487,33,0.737,0.553
715984908,Existing Customer,52,Male,2,Graduate,Married,$80K - $120K,Blue,36,4,3,2,2866.0,1882,984.0,0.803,4850,84,0.826,0.657
711954558,Existing Customer,53,Female,3,Graduate,Married,$40K - $60K,Blue,44,3,3,4,2636.0,2357,279.0,0.654,1333,34,0.545,0.894
717748608,Attrited Customer,35,Female,4,High School,Married,Less than $40K,Blue,24,3,2,4,1555.0,872,683.0,0.772,2252,51,0.645,0.561
720338658,Existing Customer,56,Female,3,Post-Graduate,Single,Less than $40K,Blue,42,3,2,2,2490.0,1623,867.0,0.79,2998,60,0.622,0.652
788792583,Existing Customer,44,Female,3,Unknown,Single,$40K - $60K,Blue,26,4,3,0,7277.0,0,7277.0,0.758,4458,71,0.578,0.0
718215033,Existing Customer,54,Female,3,Unknown,Married,Less than $40K,Blue,36,6,2,4,2556.0,2260,296.0,0.487,1401,30,0.579,0.884
809068983,Existing Customer,40,Female,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,3511.0,0,3511.0,0.758,5238,82,0.708,0.0
714273708,Existing Customer,53,Female,4,Graduate,Married,$40K - $60K,Blue,36,3,2,3,4753.0,2472,2281.0,1.274,2242,49,0.815,0.52
773108958,Existing Customer,55,Female,2,Uneducated,Married,$40K - $60K,Blue,48,4,1,1,3011.0,2138,873.0,0.565,4439,75,0.875,0.71
709430508,Attrited Customer,40,Male,4,High School,Unknown,$40K - $60K,Blue,32,1,2,3,7316.0,1335,5981.0,0.563,1849,50,0.471,0.182
718996758,Existing Customer,37,Female,2,Graduate,Married,Less than $40K,Blue,30,5,2,2,2077.0,1392,685.0,1.553,1629,36,1.25,0.67
718071933,Existing Customer,49,Male,1,Graduate,Married,$40K - $60K,Blue,36,4,2,3,4158.0,1889,2269.0,0.872,15842,130,0.831,0.454
789523683,Existing Customer,51,Female,2,Graduate,Single,$40K - $60K,Blue,43,3,1,3,2180.0,1865,315.0,0.748,4348,77,0.51,0.856
721003008,Attrited Customer,36,Female,4,Graduate,Married,Less than $40K,Blue,24,3,2,2,3261.0,2517,744.0,0.378,856,18,0.059,0.772
715321983,Existing Customer,33,Female,2,Doctorate,Married,$40K - $60K,Blue,36,4,2,1,2748.0,1867,881.0,0.816,4314,75,1.027,0.679
720799608,Existing Customer,57,Female,2,Graduate,Married,$40K - $60K,Blue,49,5,1,2,3377.0,1720,1657.0,0.491,1621,32,0.391,0.509
709838508,Existing Customer,45,Male,3,Graduate,Divorced,$60K - $80K,Silver,31,2,1,3,34516.0,1509,33007.0,0.728,7167,91,0.625,0.044
713407458,Existing Customer,62,Female,0,Graduate,Single,Unknown,Blue,36,5,2,4,2870.0,2284,586.0,0.661,3946,74,0.574,0.796
811713408,Existing Customer,58,Female,2,High School,Married,$40K - $60K,Blue,53,4,2,3,2642.0,1249,1393.0,0.682,4897,81,0.723,0.473
709987683,Attrited Customer,46,Female,4,Graduate,Married,Unknown,Blue,36,4,3,4,2286.0,0,2286.0,1.057,2798,40,0.481,0.0
711291558,Existing Customer,27,Male,0,Uneducated,Single,$60K - $80K,Blue,36,4,3,3,2464.0,0,2464.0,0.502,2636,50,0.429,0.0
771424908,Attrited Customer,38,Male,2,Unknown,Unknown,$60K - $80K,Blue,26,2,2,3,11252.0,1129,10123.0,0.462,1766,31,0.476,0.1
770024733,Attrited Customer,53,Female,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699.0,0,1699.0,0.602,2520,49,0.531,0.0
710496708,Existing Customer,41,Male,2,College,Single,$120K +,Blue,32,6,3,2,5489.0,1513,3976.0,0.87,4085,65,0.548,0.276
715381533,Existing Customer,42,Female,4,Post-Graduate,Single,Less than $40K,Blue,36,6,2,3,1438.3,674,764.3,1.769,2451,55,1.292,0.469
720286908,Existing Customer,50,Male,3,Uneducated,Married,$40K - $60K,Blue,40,5,2,2,3469.0,0,3469.0,0.956,3680,80,0.951,0.0
712053033,Existing Customer,46,Male,2,Unknown,Single,$80K - $120K,Blue,34,1,3,2,3841.0,1411,2430.0,0.785,8444,81,0.688,0.367
778669608,Existing Customer,49,Female,4,Unknown,Married,$40K - $60K,Blue,29,6,3,2,1564.0,0,1564.0,1.114,5172,78,0.733,0.0
808284783,Existing Customer,62,Female,1,Unknown,Married,Less than $40K,Blue,56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0.0
720219633,Existing Customer,52,Female,0,Graduate,Unknown,$40K - $60K,Blue,42,4,3,2,2723.0,1544,1179.0,0.794,4108,70,1.258,0.567
780180033,Existing Customer,31,Female,0,Graduate,Married,Less than $40K,Blue,20,5,1,1,1438.3,0,1438.3,0.689,4397,86,0.755,0.0
803197833,Existing Customer,49,Female,1,Post-Graduate,Divorced,$40K - $60K,Blue,44,6,5,2,2597.0,1871,726.0,0.899,3637,69,0.725,0.72
719305608,Attrited Customer,57,Female,3,High School,Single,Less than $40K,Blue,36,4,3,3,2347.0,1900,447.0,0.845,2447,47,0.621,0.81
718715583,Existing Customer,65,Male,2,Unknown,Married,Less than $40K,Blue,56,4,2,4,2318.0,1010,1308.0,0.81,1256,35,0.591,0.436
713577483,Existing Customer,47,Male,4,Unknown,Married,$80K - $120K,Blue,35,3,3,4,5589.0,1430,4159.0,0.632,1570,31,0.722,0.256
714204108,Existing Customer,45,Female,5,Graduate,Single,Less than $40K,Blue,38,3,3,0,2144.0,1492,652.0,0.96,3859,55,0.571,0.696
709562358,Existing Customer,55,Female,2,Unknown,Single,Less than $40K,Blue,43,6,1,5,5353.0,1594,3759.0,0.973,4456,79,0.837,0.298
718629858,Existing Customer,42,Female,2,Uneducated,Married,Unknown,Blue,32,5,5,3,4708.0,0,4708.0,0.718,4597,89,0.679,0.0
771220758,Existing Customer,40,Female,3,Doctorate,Single,Unknown,Blue,27,1,1,2,2896.0,2100,796.0,0.728,4614,83,0.694,0.725
765459858,Attrited Customer,47,Male,3,Graduate,Divorced,Less than $40K,Blue,40,4,4,3,6397.0,0,6397.0,0.632,2511,56,0.556,0.0
709716258,Existing Customer,48,Male,3,High School,Unknown,$80K - $120K,Blue,36,3,1,3,7633.0,1707,5926.0,0.529,1807,58,0.657,0.224
709276908,Existing Customer,38,Female,2,High School,Single,$40K - $60K,Blue,25,6,2,3,1438.3,0,1438.3,0.783,3990,75,0.596,0.0
716420358,Existing Customer,41,Female,2,High School,Married,$40K - $60K,Blue,36,5,2,4,2602.0,1490,1112.0,0.66,3151,78,0.66,0.573
780581508,Existing Customer,58,Female,1,Doctorate,Single,$40K - $60K,Silver,47,5,2,4,16677.0,1590,15087.0,0.885,1410,37,0.609,0.095
720193533,Existing Customer,41,Male,3,Unknown,Married,$60K - $80K,Blue,32,4,1,3,5071.0,1043,4028.0,0.667,3358,62,0.722,0.206
772442883,Attrited Customer,51,Female,4,Graduate,Married,Unknown,Blue,41,2,3,5,3853.0,696,3157.0,0.882,2443,38,0.583,0.181
712487883,Attrited Customer,54,Male,5,High School,Married,$80K - $120K,Blue,48,2,1,3,7464.0,0,7464.0,0.865,9071,74,1.0,0.0
827901183,Existing Customer,51,Female,2,Graduate,Married,Less than $40K,Blue,47,2,2,1,5118.0,980,4138.0,0.786,14593,109,0.627,0.191
715771608,Existing Customer,41,Male,3,Graduate,Married,$120K +,Silver,36,3,3,2,34516.0,1453,33063.0,0.357,4147,76,0.949,0.042
717374358,Existing Customer,33,Male,1,Unknown,Married,$60K - $80K,Blue,22,3,3,0,3637.0,1998,1639.0,1.412,2161,56,0.931,0.549
716968683,Existing Customer,46,Female,5,High School,Single,Unknown,Blue,38,2,2,3,11287.0,1513,9774.0,0.672,5157,72,0.946,0.134
